image_id,street,citi,n_citi,bed,bath,sqft,price
3470,1562 Merion Way,"Seal Beach, CA",343,2,1,1000,249000
3471,13400 Del Monte Dr. #1D,"Seal Beach, CA",343,2,2,1200,250000
3472,1680 Monterey Rd 10H M2,"Seal Beach, CA",343,2,1,760,200000
3473,13200 Del Monte Drive,"Seal Beach, CA",343,2,2,1200,240000
3474,13200 Del Monte,"Seal Beach, CA",343,2,2,1300,245000
3475,13960 Thunderbird M2 5L,"Seal Beach, CA",343,2,1,1100,250000
3476,341 Avenida Sevilla,"Laguna Woods, CA",181,2,1,940,248000
3477,13265 Del Monte Drive,"Seal Beach, CA",343,2,1.1,1100,239900
3478,13800 Annandale 37L (M1),"Seal Beach, CA",343,2,1,1000,214900
3479,668 Via Mendoza,"Laguna Woods, CA",181,2,2,1009,230000
3480,40 Calle Aragon,"Laguna Woods, CA",181,2,2,1040,205000
3481,478 Calle Cadiz Unit,"Laguna Woods, CA",181,2,2,1040,247499
3482,13060 Del Monte Drive,"Seal Beach, CA",343,2,2,1200,249000
3483,223 Avenida Majorca,"Laguna Woods, CA",181,2,2,1009,199000
3484,748 AVENIDA MAJORCA,"Laguna Woods, CA",181,2,2,1040,220000
3485,867 Avenida Sevilla #B,"Laguna Woods, CA",181,2,2,1009,249000
3486,1562 Golden Rain Road,"Seal Beach, CA",343,2,1,950,269000
3487,945 Avenida Majorca,"Laguna Woods, CA",181,2,1,1000,259000
3488,1767 W ORANGE Avenue,"Anaheim, CA",12,4,2,2796,250000
3489,257 Calle Aragon,"Laguna Woods, CA",181,2,2,1030,293000
3490,851 Ronda Mendoza,"Laguna Woods, CA",181,2,2,1009,299900
3491,872 AVENIDA SEVILLA,"Laguna Woods, CA",181,2,2,1010,285000
3492,13560 Cedar Crest Ln 109K,"Seal Beach, CA",343,2,1,918,268000
3493,196 Avenida Majorca,"Laguna Woods, CA",181,2,1.1,850,258000
3494,1260 Northwood Road,"Seal Beach, CA",343,2,1,1150,304900
3495,13321 El Dorado,"Seal Beach, CA",343,2,1,950,259900
3496,1491 Interlachen Road,"Seal Beach, CA",343,2,1,900,255000
3497,1871 Golden Rain Road,"Seal Beach, CA",343,2,1,916,279999
3498,13199 El Dorado Drive,"Seal Beach, CA",343,2,1,1150,259000
3499,1981 Mckinney,"Seal Beach, CA",343,2,2,1250,255000
3500,250 Calle Aragon,"Laguna Woods, CA",181,2,1.1,950,250000
3501,890 Ronda Sevilla,"Laguna Woods, CA",181,2,2,1057,255000
3502,"1860 St. John Rd., M15-#32K","Seal Beach, CA",343,2,2,1100,249000
3503,13311 Del Monte Drive,"Seal Beach, CA",343,2,1,750,248900
3504,123 Via Estrada,"Laguna Woods, CA",181,2,1,940,278000
3505,56 Calle Cadiz,"Laguna Woods, CA",181,2,2,1040,265000
3506,42 Calle Aragon,"Laguna Woods, CA",181,2,1,960,275000
3507,106 Welcome,"Seal Beach, CA",343,1,1,600,279900
3508,1601 Glenview Road,"Seal Beach, CA",343,2,1.1,1000,259900
3509,1075 Brookline Road,"Seal Beach, CA",343,2,1,900,259000
3510,1411 Pelham Road,"Seal Beach, CA",343,2,1,1100,260000
3511,931 Avenida Majorca,"Laguna Woods, CA",181,2,1.1,1009,289000
3512,13221 St Andrews Drive,"Seal Beach, CA",343,2,1.1,800,254900
3513,1460 Pelham Road,"Seal Beach, CA",343,2,1,950,288888
3514,387 Avenida Castilla,"Laguna Woods, CA",181,2,1,940,245000
3515,485 Calle Cadiz,"Laguna Woods, CA",181,2,1,995,299900
3516,1920 Mckinney Way,"Seal Beach, CA",343,2,2,1200,268888
3517,382 Avenida Castilla,"Laguna Woods, CA",181,2,2,1040,299900
3518,852 Ronda Mendoza,"Laguna Woods, CA",181,2,2,1009,284900
3519,486 Calle Cadiz,"Laguna Woods, CA",181,2,1,940,249900
3520,155 Avenida Majorca,"Laguna Woods, CA",181,2,1,1000,269900
3521,13501 El Dorado Drive,"Seal Beach, CA",343,2,1,1100,259000
3522,13044 Del Monte Drive,"Seal Beach, CA",343,2,1,1100,279000
3523,1301 Oakmont Road,"Seal Beach, CA",343,2,1,1100,249000
3524,261 Via Ballena,"San Clemente, CA",319,3,2,1672,299000
3525,74 Calle Aragon,"Laguna Woods, CA",181,2,1,1020,288000
3526,132 Avenida Majorca,"Laguna Woods, CA",181,2,1,995,250000
3527,13800 Annandale Drive,"Seal Beach, CA",343,2,1,950,249000
3528,791 Via Los Altos,"Laguna Woods, CA",181,2,2,1075,249000
3529,1562 Merion Way,"Seal Beach, CA",343,2,1,1000,249000
3530,13400 Del Monte Dr. #1D,"Seal Beach, CA",343,2,2,1200,250000
3531,1930 St. John Road,"Seal Beach, CA",343,2,2,1200,269000
3532,13200 Del Monte,"Seal Beach, CA",343,2,2,1300,245000
3533,13960 Thunderbird M2 5L,"Seal Beach, CA",343,2,1,1100,250000
3534,341 Avenida Sevilla,"Laguna Woods, CA",181,2,1,940,248000
3535,1120 Northwood Road N,"Seal Beach, CA",343,2,1,1000,269000
3536,788 Via Los Altos,"Laguna Woods, CA",181,2,2,1009,265000
3537,2096 Ronda Granada,"Laguna Woods, CA",181,2,2,1010,295000
3538,1280 Weeburn Road,"Seal Beach, CA",343,2,1,1100,299000
3539,478 Calle Cadiz Unit,"Laguna Woods, CA",181,2,2,1040,247499
3540,13060 Del Monte Drive,"Seal Beach, CA",343,2,2,1200,249000
3541,141 Avenida Majorca,"Laguna Woods, CA",181,2,1.1,850,259000
3542,1680 Monterey Road,"Seal Beach, CA",343,2,1,1000,277000
3543,495 CALLE CADIZ,"Laguna Woods, CA",181,2,2,1206,299900
3544,867 Avenida Sevilla #B,"Laguna Woods, CA",181,2,2,1009,249000
3545,421 Avenida Castilla,"Laguna Woods, CA",181,2,1,1000,312000
3546,851 Ronda Mendoza,"Laguna Woods, CA",181,2,2,1009,299900
3547,237 Calle Aragon,"Laguna Woods, CA",181,2,2,1090,315000
3548,1260 Northwood Road,"Seal Beach, CA",343,2,1,1150,304900
3549,718 AVE MAJORCA,"Laguna Woods, CA",181,2,2,1040,329000
3550,737 Avenida Majorca,"Laguna Woods, CA",181,2,1.1,985,337900
3551,13561 Medinac Lane,"Seal Beach, CA",343,2,1.1,1200,339000
3552,632 Avenida Sevilla,"Laguna Woods, CA",181,2,2,1009,325000
3553,63 CALLE CADIZ,"Laguna Woods, CA",181,2,2,1300,329000
3554,701 Avenida Sevilla,"Laguna Woods, CA",181,2,2,953,325000
3555,51 Calle Aragon,"Laguna Woods, CA",181,2,1.1,953,339900
3556,1381 Merion Way,"Seal Beach, CA",343,2,1,750,349000
3557,232 Avenida Majorca,"Laguna Woods, CA",181,2,2,950,340000
3558,25 Avenida Castilla,"Laguna Woods, CA",181,2,2,1000,330000
3559,1701 Tam Oshanter,"Seal Beach, CA",343,2,1,1150,308000
3560,9 VIA CASTILLA,"Laguna Woods, CA",181,2,2,944,315000
3561,2012 Via Mariposa,"Laguna Woods, CA",181,2,2,1324,329000
3562,919 Avenida Majorca,"Laguna Woods, CA",181,2,2,1010,332000
3563,"13200 St. Andrews Dr., M-10","Seal Beach, CA",343,2,1.1,1100,338000
3564,1621 Monterey Road,"Seal Beach, CA",343,2,1.1,1150,339000
3565,766 Calle Aragon,"Laguna Woods, CA",181,2,2,1040,339999
3566,3 Bolivar Street,"Newport Beach, CA",240,2,2,1000,355000
3567,1602 Monterey Road,"Seal Beach, CA",343,2,1,1000,329000
3568,485 Calle Cadiz,"Laguna Woods, CA",181,2,1,995,299900
3569,345 Avenida Sevilla,"Laguna Woods, CA",181,2,2,1040,314500
3570,382 Avenida Castilla,"Laguna Woods, CA",181,2,2,1040,299900
3571,123 Via Estrada #B,"Laguna Woods, CA",181,2,2,940,349900
3572,2146 Ronda Granada,"Laguna Woods, CA",181,2,2,1009,323500
3573,1801 St John,"Seal Beach, CA",343,2,1,1100,329000
3574,1771 Sunningdale Rd. M-14,"Seal Beach, CA",343,2,1.1,1100,334000
3575,261 Via Ballena,"San Clemente, CA",319,3,2,1672,299000
3576,473 Calle Cadiz,"Laguna Woods, CA",181,2,2,950,355000
3577,444 Avenida Sevilla,"Laguna Woods, CA",181,2,1.1,850,338800
3578,1100 Brookline Road,"Seal Beach, CA",343,2,1.1,1100,339000
3579,2096 Ronda Granada,"Laguna Woods, CA",181,2,2,1010,295000
3580,397 Avenida Castilla,"Laguna Woods, CA",181,2,2,1090,318000
3581,1830 Sunningdale Rd. M14 20e,"Seal Beach, CA",343,2,1,950,350000
3582,516 Calle Aragon,"Laguna Woods, CA",181,2,1.1,953,324500
3583,1280 Weeburn Road,"Seal Beach, CA",343,2,1,1100,299000
3584,795 Via Los Altos,"Laguna Woods, CA",181,2,2,1300,338888
3585,884 Via Mendoza,"Laguna Woods, CA",181,2,2,1075,348000
3586,495 CALLE CADIZ,"Laguna Woods, CA",181,2,2,1206,299900
3587,300 Avenida Sevilla,"Laguna Woods, CA",181,2,1.1,850,339000
3588,313 N Siesta Street,"Anaheim, CA",12,3,2,1437,399000
3589,2024 Via Mariposa East,"Laguna Woods, CA",181,2,2,953,355900
3590,23764 N Shore Lane,"Laguna Niguel, CA",180,2,1,864,385000
3591,1720 Interlachen Road,"Seal Beach, CA",343,2,1.1,1100,398000
3592,1381 Merion Way,"Seal Beach, CA",343,2,1,750,349000
3593,8071 Worthy Drive,"Westminster, CA",402,2,1,900,399000
3594,741 Ave Majorca Unit F,"Laguna Woods, CA",181,2,2,1000,369900
3595,540 Via Estrada,"Laguna Woods, CA",181,2,2,950,379800
3596,471 CALLE CADIZ COURT,"Laguna Woods, CA",181,2,2,950,379700
3597,3 Bolivar Street,"Newport Beach, CA",240,2,2,1000,355000
3598,123 Via Estrada #B,"Laguna Woods, CA",181,2,2,940,349900
3599,243 Calle Aragon,"Laguna Woods, CA",181,2,2,940,385000
3600,13190 Seaview Lane,"Seal Beach, CA",343,2,1.1,1200,398000
3601,1860 St John Road,"Seal Beach, CA",343,2,2,1398,389000
3602,473 Calle Cadiz,"Laguna Woods, CA",181,2,2,950,355000
3603,715 Avenida Columbo,"San Clemente, CA",319,3,0,1300,399000
3604,160 Mira Velero,"San Clemente, CA",319,2,2,1440,399999
3605,597 Avenida Majorca,"Laguna Woods, CA",181,2,2,995,385000
3606,1601 Glenview Road,"Seal Beach, CA",343,2,1.1,1100,359900
3607,948 Calle Aragon,"Laguna Woods, CA",181,2,2,1300,390000
3608,1781 Sunningdale Road,"Seal Beach, CA",343,2,1.1,1100,388000
3609,13270 Twin Hills Drive,"Seal Beach, CA",343,2,1.1,1150,399000
3610,1621 Interlachen Road,"Seal Beach, CA",343,2,1,1000,369000
3611,920 Avenida Majorca,"Laguna Woods, CA",181,2,2,1010,399990
3612,935 AVENIDA MAJORCA,"Laguna Woods, CA",181,2,2,1300,359000
3613,13400 Del Monte,"Seal Beach, CA",343,2,2,1000,395000
3614,2147 Ronda Granada,"Laguna Woods, CA",181,2,2,1100,399888
3615,1830 Sunningdale Rd. M14 20e,"Seal Beach, CA",343,2,1,950,350000
3616,884 Via Mendoza,"Laguna Woods, CA",181,2,2,1075,348000
3617,19771 Inverness Lane,"Huntington Beach, CA",148,1,1,600,365000
3618,810 S Ross Street,"Santa Ana, CA",331,3,1,1686,429900
3619,1625 W Santa Ana Boulevard,"Santa Ana, CA",331,2,1,926,420000
3620,313 N Siesta Street,"Anaheim, CA",12,3,2,1437,399000
3621,345 Meadow Court,"Brea, CA",49,3,2,1281,450000
3622,27031 Capote De Paseo,"San Juan Capistrano, CA",325,2,2,1300,449000
3623,1720 Interlachen Road,"Seal Beach, CA",343,2,1.1,1100,398000
3624,374 N Via Trieste,"Anaheim, CA",12,3,1.1,1347,444900
3625,579 Avenida Majorca,"Laguna Woods, CA",181,2,2,1009,449900
3626,7341 El Cielo Circle,"Buena Park, CA",51,3,1,1037,454000
3627,235 Edward,"Fullerton, CA",123,2,1,760,435000
3628,301 W 1st Avenue,"La Habra, CA",169,2,1,726,439000
3629,8071 Worthy Drive,"Westminster, CA",402,2,1,900,399000
3630,259 Calle Aragon,"Laguna Woods, CA",181,2,2,1324,410000
3631,1230 S Van Ness Avenue,"Santa Ana, CA",331,2,1,936,420000
3632,13140 Seaview Lane,"Seal Beach, CA",343,2,2,1150,419000
3633,13061 Del Monte Drive,"Seal Beach, CA",343,2,2,1172,430000
3634,2004 Via Mariposa,"Laguna Woods, CA",181,2,2,1300,438000
3635,1201 Scioto,"Seal Beach, CA",343,2,2,1150,437000
3636,13190 Seaview Lane,"Seal Beach, CA",343,2,1.1,1200,398000
3637,2077 ronda granada,"Laguna Woods, CA",181,2,2,1320,420000
3638,2000 W Palmyra Avenue,"Orange, CA",259,3,2.1,1387,449900
3639,715 Avenida Columbo,"San Clemente, CA",319,3,0,1300,399000
3640,160 Mira Velero,"San Clemente, CA",319,2,2,1440,399999
3641,302 N Susan Street,"Santa Ana, CA",331,2,1,687,450000
3642,315 Avenida Castilla,"Laguna Woods, CA",181,2,1.1,1347,425000
3643,1671 Interlachen,"Seal Beach, CA",343,2,1.1,1100,425000
3644,1771 Sunningdale Road,"Seal Beach, CA",343,2,1.1,1125,435000
3645,13270 Twin Hills Drive,"Seal Beach, CA",343,2,1.1,1150,399000
3646,362 Avenida Castilla,"Laguna Woods, CA",181,3,2,1350,453000
3647,920 Avenida Majorca,"Laguna Woods, CA",181,2,2,1010,399990
3648,13400 Del Monte,"Seal Beach, CA",343,2,2,1000,395000
3649,2147 Ronda Granada,"Laguna Woods, CA",181,2,2,1100,399888
3650,1312 Golden Rain M2-67G,"Seal Beach, CA",343,2,2,1150,449888
3651,821 Hampshire Lane,"La Habra, CA",169,3,2.1,1276,469900
3652,8420 Mulberry Avenue,"Buena Park, CA",51,3,2,1130,459900
3653,1044 W Lamark Lane,"Anaheim, CA",12,3,2.1,1333,499900
3654,921 S Sarah Way,"Anaheim, CA",12,2,1,980,499900
3655,12761 Newhope Street,"Garden Grove, CA",124,3,2,1312,489000
3656,1230 E Jason Drive,"Anaheim, CA",12,2,1,1220,469990
3657,10092 Cabo Drive,"Westminster, CA",402,2,2.1,1404,490000
3658,6782 Tahitian Circle,"Yorba Linda, CA",412,2,1.1,1065,465000
3659,345 Meadow Court,"Brea, CA",49,3,2,1281,450000
3660,1467 Sycamore Avenue,"Tustin, CA",379,4,2.1,1357,505000
3661,23475 Los Adornos,"Aliso Viejo, CA",7,3,2,1240,489000
3662,13048 Del Monte Ave.,"Seal Beach, CA",343,2,2,1200,499900
3663,20672 Mountain View Road,"Trabuco Canyon, CA",377,3,3.1,2060,499000
3664,215 Kensington Lane,"La Habra, CA",169,2,2.1,1404,479000
3665,27031 Capote De Paseo,"San Juan Capistrano, CA",325,2,2,1300,449000
3666,793 N Concord Street,"Santa Ana, CA",331,4,2.1,1573,478000
3667,401 S Highland Avenue,"Fullerton, CA",123,4,4,2500,485000
3668,579 Avenida Majorca,"Laguna Woods, CA",181,2,2,1009,449900
3669,7341 El Cielo Circle,"Buena Park, CA",51,3,1,1037,454000
3670,4567 Delancy Drive,"Yorba Linda, CA",412,3,1.1,1190,470000
3671,6642 Bridle Circle,"Yorba Linda, CA",412,3,1.1,1250,499000
3672,52 Calle De Los Ninos,"Rancho Santa Margarita, CA",303,2,2.1,1000,495000
3673,1603 Monterey Road,"Seal Beach, CA",343,2,1,1150,479000
3674,8596 BELMONT Street,"Cypress, CA",96,3,2.1,1235,505000
3675,10172 Decima Drive,"Westminster, CA",402,2,2.1,1404,494900
3676,1632 W Wilshire Avenue,"Santa Ana, CA",331,4,2,1379,490000
3677,6642 Kingman Avenue,"Buena Park, CA",51,3,2,1092,499900
3678,721 S Broadway,"Santa Ana, CA",331,3,1.1,1115,499000
3679,28012 Via Bonalde,"Mission Viejo, CA",218,2,1,1000,499999
3680,1221 Oakmont Road,"Seal Beach, CA",343,2,2,1200,479000
3681,1100 Brookline Road,"Seal Beach, CA",343,2,2,1200,475000
3682,2000 W Palmyra Avenue,"Orange, CA",259,3,2.1,1387,449900
3683,173 Mira Del Oeste,"San Clemente, CA",319,2,2,1560,475000
3684,302 N Susan Street,"Santa Ana, CA",331,2,1,687,450000
3685,2011 Via Mariposa,"Laguna Woods, CA",181,2,2,1110,459000
3686,13241 El Dorado Drive,"Seal Beach, CA",343,2,2,1200,475000
3687,362 Avenida Castilla,"Laguna Woods, CA",181,3,2,1350,453000
3688,521 N College,"La Habra, CA",169,3,1,1125,499900
3689,13321 Fairfield Lane 182G,"Seal Beach, CA",343,2,2,1120,458000
3690,1660 Monterey Road,"Seal Beach, CA",343,2,2,1100,498000
3691,606 S Shelton Street,"Santa Ana, CA",331,2,1,824,489900
3692,1462 Merion Way,"Seal Beach, CA",343,2,2,1175,485000
3693,1442 Merion Way,"Seal Beach, CA",343,2,2,1200,499000
3694,1610 Interlachen Road,"Seal Beach, CA",343,2,2,1200,459000
3695,1312 Golden Rain M2-67G,"Seal Beach, CA",343,2,2,1150,449888
3696,1381 Monterey Mutual 2- 62A,"Seal Beach, CA",343,2,2,1150,459000
3697,13450 St. Andrews M12-73F Drive,"Seal Beach, CA",343,2,2,1150,469000
3698,13783 Alderwood Lane,"Seal Beach, CA",343,2,2,1300,479000
3699,816 Lime Street,"Brea, CA",49,3,2,1538,490000
3700,26492 Orangewood Road,"San Juan Capistrano, CA",325,3,2,1247,519900
3701,1436 Via Cortez,"Placentia, CA",288,3,1.1,1407,525000
3702,600 Warne Street,"La Habra, CA",169,4,2,1400,539900
3703,306 S Vista Del Canon,"Anaheim Hills, CA",11,3,2.1,1632,535000
3704,521 E 2nd Avenue,"La Habra, CA",169,3,2,1200,550000
3705,1044 W Lamark Lane,"Anaheim, CA",12,3,2.1,1333,499900
3706,921 S Sarah Way,"Anaheim, CA",12,2,1,980,499900
3707,8232 Artesia Boulevard,"Buena Park, CA",51,2,1,828,519000
3708,606 S Indiana Street,"Anaheim, CA",12,3,1,1100,549900
3709,2141 Halladay Street,"Santa Ana, CA",331,3,2,1104,538000
3710,1467 Sycamore Avenue,"Tustin, CA",379,4,2.1,1357,505000
3711,406 E TRUSLOW Avenue,"Fullerton, CA",123,2,1,900,525000
3712,13048 Del Monte Ave.,"Seal Beach, CA",343,2,2,1200,499900
3713,538 W Water Street,"Anaheim, CA",12,3,1,1106,539000
3714,222 S Hillcrest Street,"La Habra, CA",169,3,2,1404,555000
3715,20672 Mountain View Road,"Trabuco Canyon, CA",377,3,3.1,2060,499000
3716,1841 Golden Rain M14 21E,"Seal Beach, CA",343,2,1.1,1100,519000
3717,1436 S Citrus Avenue,"Fullerton, CA",123,3,2,1781,549000
3718,709 N Townsend Street,"Santa Ana, CA",331,3,1.1,1299,534900
3719,7069 El Viento Way,"Buena Park, CA",51,3,1,1045,555000
3720,211 E Saint Gertrude Place,"Santa Ana, CA",331,3,1,1008,534888
3721,1816 E Santa Ana Street,"Anaheim, CA",12,3,2,1218,525000
3722,5225 W 3rd Street,"Santa Ana, CA",331,3,2,906,549000
3723,918 S Parton Street,"Santa Ana, CA",331,2,1,1064,524900
3724,27212 Via Capote,"San Juan Capistrano, CA",325,2,2,1400,524900
3725,201 E Pomona Street,"Santa Ana, CA",331,2,1,1281,549900
3726,29722 Silverado Canyon Road,"Silverado, CA",348,3,3,2200,518000
3727,2006 S Parton Street,"Santa Ana, CA",331,3,2,1401,554900
3728,6642 Bridle Circle,"Yorba Linda, CA",412,3,1.1,1250,499000
3729,52 Calle De Los Ninos,"Rancho Santa Margarita, CA",303,2,2.1,1000,495000
3730,1327 N Acacia Street,"Anaheim, CA",12,4,2,1447,524900
3731,914 E Saint Andrew,"Santa Ana, CA",331,3,1,853,509000
3732,8596 BELMONT Street,"Cypress, CA",96,3,2.1,1235,505000
3733,417 S Flower,"Santa Ana, CA",331,4,2,1202,539900
3734,110 Colleen Street,"La Habra, CA",169,3,2,1122,550000
3735,1664 W Wisteria Place,"Santa Ana, CA",331,3,1.1,1136,529000
3736,904 N Zeyn Street,"Anaheim, CA",12,2,3,1140,510000
3737,916 S Roanne Street,"Anaheim, CA",12,3,1.1,1351,549900
3738,1779 Coolidge Lane,"Placentia, CA",288,2,2.1,1538,522500
3739,1203 N Evergreen Street,"Anaheim, CA",12,3,2,1184,525000
3740,925 Vista Avenue,"Placentia, CA",288,3,2,1074,525000
3741,6642 Kingman Avenue,"Buena Park, CA",51,3,2,1092,499900
3742,815 S Sycamore Street,"Santa Ana, CA",331,2,1,1310,544900
3743,721 S Broadway,"Santa Ana, CA",331,3,1.1,1115,499000
3744,28012 Via Bonalde,"Mission Viejo, CA",218,2,1,1000,499999
3745,312 Ave Castilla,"Laguna Woods, CA",181,2,2,1400,525000
3746,1325 S Spruce Street,"Santa Ana, CA",331,3,2,1442,539900
3747,2319 N Sock,"Orange, CA",259,3,2,1200,540000
3748,1405 W Camden Place,"Santa Ana, CA",331,3,1.1,1009,549900
3749,27951 Calle Casal,"Mission Viejo, CA",218,2,1.1,1078,520000
3750,27774 Via Sarasate,"Mission Viejo, CA",218,2,2,1279,533000
3751,213 S Magnolia Avenue,"Fullerton, CA",123,3,2,1205,530000
3752,521 N College,"La Habra, CA",169,3,1,1125,499900
3753,1660 Monterey Road,"Seal Beach, CA",343,2,2,1100,498000
3754,374 N Parker Street,"Orange, CA",259,3,1,857,549000
3755,1442 Merion Way,"Seal Beach, CA",343,2,2,1200,499000
3756,1302 N Flower Street,"Santa Ana, CA",331,2,1,1264,519900
3757,245 N Evelyn Drive,"Anaheim, CA",12,3,1.1,1615,555000
3758,13082 Benton Street,"Garden Grove, CA",124,2,1,1000,579000
3759,1225 N Holly Street,"Anaheim, CA",12,3,2,1224,585000
3760,7782 Pinchot Court,"Buena Park, CA",51,6,3,1568,575000
3761,521 E 2nd Avenue,"La Habra, CA",169,3,2,1200,550000
3762,397 Avenida Castilla,"Laguna Woods, CA",181,2,2,1300,565000
3763,5571 Panama Drive,"Buena Park, CA",51,3,1.1,1100,586000
3764,526 S Harbor Boulevard,"Anaheim, CA",12,3,2,1428,555900
3765,1105 Carlton Place,"Santa Ana, CA",331,3,1,994,559900
3766,606 S Indiana Street,"Anaheim, CA",12,3,1,1100,549900
3767,761 E Pinehurst Avenue,"La Habra, CA",169,3,1,1191,599888
3768,1906 W 3rd Street,"Santa Ana, CA",331,4,2,1097,570000
3769,1521 MIKINDA Avenue,"La Habra, CA",169,3,2,1273,605000
3770,12261 Buaro Street,"Garden Grove, CA",124,4,2,1470,555888
3771,626 S Porto Pl,"Anaheim, CA",12,3,1.1,1077,585000
3772,222 S Hillcrest Street,"La Habra, CA",169,3,2,1404,555000
3773,7024 Santa Marta Circle,"Buena Park, CA",51,3,2,1790,600000
3774,2256 W Valdina Avenue,"Anaheim, CA",12,2,1,1128,590000
3775,2554 W Chanticleer Road,"Anaheim, CA",12,3,2,1358,567000
3776,1741 Tustin Avenue,"Costa Mesa, CA",89,2,2,1044,599000
3777,6443 Verdi Drive,"Buena Park, CA",51,3,2,1353,599900
3778,706 S Brookhurst Road,"Fullerton, CA",123,3,1.1,1053,565000
3779,11452 Mac Street,"Garden Grove, CA",124,3,2,968,599000
3780,1436 S Citrus Avenue,"Fullerton, CA",123,3,2,1781,549000
3781,630 S Philadelphia Street,"Anaheim, CA",12,4,2,1429,585000
3782,445 S Plum Lane,"Orange, CA",259,3,2,1792,580000
3783,2206 Alona Street,"Santa Ana, CA",331,3,2,1152,599999
3784,207 Los Padres Lane,"Placentia, CA",288,3,2.1,1800,584000
3785,1231 S Hesperian Street,"Santa Ana, CA",331,3,2,1091,579900
3786,7069 El Viento Way,"Buena Park, CA",51,3,1,1045,555000
3787,5225 W 3rd Street,"Santa Ana, CA",331,3,2,906,549000
3788,28275 Zurburan,"Mission Viejo, CA",218,2,2,1503,589000
3789,201 E Pomona Street,"Santa Ana, CA",331,2,1,1281,549900
3790,336 W Knepp Avenue,"Fullerton, CA",123,3,2,1148,580000
3791,2006 S Parton Street,"Santa Ana, CA",331,3,2,1401,554900
3792,1722 Highland Street,"Santa Ana, CA",331,3,1.1,1136,585000
3793,2122 Tamy Lane,"Santa Ana, CA",331,4,2,1369,575000
3794,5251 Myra Avenue,"Cypress, CA",96,3,1.1,1050,590000
3795,1502 S Whitegate Road,"Anaheim, CA",12,3,1.1,1180,564900
3796,525 E La Habra Boulevard,"La Habra, CA",169,3,1,1633,599000
3797,27012 Capote De Paseo,"San Juan Capistrano, CA",325,2,2,1300,579000
3798,2525 S Raitt Street,"Santa Ana, CA",331,3,2,1136,600000
3799,1714 W Brook,"Santa Ana, CA",331,3,2,1136,599900
3800,912 S Washington Avenue,"Fullerton, CA",123,3,2,1612,599500
3801,110 Colleen Street,"La Habra, CA",169,3,2,1122,550000
3802,1117 E Wilshire Avenue,"Fullerton, CA",123,3,2,1578,590500
3803,5672 Eastbourne Walk,"Westminster, CA",402,3,2.1,1416,575000
3804,12042 Emrys Avenue,"Garden Grove, CA",124,3,2,1186,599000
3805,135 Monte Vista,"San Clemente, CA",319,1,2,1132,577000
3806,807 W Grafton Place,"Anaheim, CA",12,3,1,1067,570000
3807,801 Ohio Avenue,"Placentia, CA",288,4,2,1212,559000
3808,283 N Spruce Drive,"Anaheim, CA",12,4,1.1,1464,599000
3809,2012 Via Mariposa,"Laguna Woods, CA",181,2,2,1349,569000
3810,916 S Roanne Street,"Anaheim, CA",12,3,1.1,1351,549900
3811,16 Autumn Hill Lane,"Laguna Hills, CA",179,3,2.1,1605,574999
3812,10 Holly Hill Lane,"Laguna Hills, CA",179,3,1.2,1605,559000
3813,2147 Evergreen Street,"Santa Ana, CA",331,4,2,1992,599000
3814,2295 Sommerset Drive,"Brea, CA",49,3,2.1,2048,585000
3815,4262 W 5th Street,"Santa Ana, CA",331,3,2.1,1541,595000
3816,409 S Hill Street,"Orange, CA",259,3,3,1276,599500
3817,2001 Oak Street,"Santa Ana, CA",331,3,2,1321,579000
3818,404 Jensen Way,"Fullerton, CA",123,4,2.1,1561,599900
3819,26495 Bay Tree Road,"San Juan Capistrano, CA",325,4,2,1572,558800
3820,2805 Roswell Street,"Santa Ana, CA",331,4,2,1837,595000
3821,27062 Via Cocida,"San Juan Capistrano, CA",325,2,3,1680,579900
3822,1221 S Towner Street,"Santa Ana, CA",331,4,2,1309,575000
3823,26425 Brookfield Road,"San Juan Capistrano, CA",325,4,2,1572,558000
3824,1020 Dolores Street,"La Habra, CA",169,3,2,1391,562000
3825,7 Via Castilla,"Laguna Woods, CA",181,2,2,1300,598000
3826,7890 San Rafael Drive,"Buena Park, CA",51,3,2,1579,585000
3827,12242 Orangewood Avenue,"Anaheim, CA",12,4,2,1330,589999
3828,2742 E Collins Avenue,"Orange, CA",259,3,2,1050,595000
3829,8232 Circle M,"Buena Park, CA",51,2,1,1540,594999
3830,1405 W Camden Place,"Santa Ana, CA",331,3,1.1,1009,549900
3831,401 E Collins Avenue,"Orange, CA",259,3,2.1,1337,589900
3832,28026 Via Chocano,"Mission Viejo, CA",218,2,2,1272,567500
3833,624 W ROSSLYNN Avenue,"Fullerton, CA",123,3,1.1,1176,569000
3834,550 S Euclid Street,"La Habra, CA",169,3,2,1555,579900
3835,374 N Parker Street,"Orange, CA",259,3,1,857,549000
3836,1821 W Jacaranda Place,"Fullerton, CA",123,3,1,901,560000
3837,703 N Juniper Place,"Anaheim, CA",12,4,1.1,1638,598000
3838,435 W Center Street Promenade,"Anaheim, CA",12,3,2,1953,585000
3839,2531 Foxdale Avenue,"La Habra, CA",169,3,2,1581,599900
3840,23482 Via Burriana,"Mission Viejo, CA",218,4,3,1871,600000
3841,245 N Evelyn Drive,"Anaheim, CA",12,3,1.1,1615,555000
3842,1407 W Beacon Avenue,"Anaheim, CA",12,3,2,1295,594000
3843,1042 S Cambridge Street,"Anaheim, CA",12,4,2,1659,569000
